{Epoch 0, Train_Loss: 1.1650094985961914, Valid_Loss: 2.6064951419830322, Accuracy: 12.195121951219512},
{Epoch 1, Train_Loss: 0.8664961457252502, Valid_Loss: 2.727705717086792, Accuracy: 9.059233449477352},
{Epoch 2, Train_Loss: 0.704885721206665, Valid_Loss: 2.799652099609375, Accuracy: 13.588850174216027},
{Epoch 3, Train_Loss: 0.755412220954895, Valid_Loss: 2.983210802078247, Accuracy: 9.059233449477352},
{Epoch 4, Train_Loss: 0.43966051936149597, Valid_Loss: 3.105983018875122, Accuracy: 11.149825783972126},
{Epoch 5, Train_Loss: 0.2326114922761917, Valid_Loss: 3.5521066188812256, Accuracy: 4.878048780487805},
{Epoch 6, Train_Loss: 0.31395989656448364, Valid_Loss: 3.754302501678467, Accuracy: 5.923344947735192},
{Epoch 7, Train_Loss: 0.260120153427124, Valid_Loss: 3.8307743072509766, Accuracy: 9.40766550522648},
{Epoch 8, Train_Loss: 0.19732730090618134, Valid_Loss: 4.4876508712768555, Accuracy: 9.75609756097561},
{Epoch 9, Train_Loss: 0.13445404171943665, Valid_Loss: 4.584133625030518, Accuracy: 14.285714285714286},
{Epoch 10, Train_Loss: 0.11043065786361694, Valid_Loss: 4.720017910003662, Accuracy: 16.37630662020906},
{Epoch 11, Train_Loss: 0.020509785041213036, Valid_Loss: 4.416172981262207, Accuracy: 13.588850174216027},
{Epoch 12, Train_Loss: 0.3022732436656952, Valid_Loss: 5.098643779754639, Accuracy: 14.982578397212544},
{Epoch 13, Train_Loss: 0.06527428328990936, Valid_Loss: 4.100887298583984, Accuracy: 9.059233449477352},
{Epoch 14, Train_Loss: 0.008426549844443798, Valid_Loss: 4.572865009307861, Accuracy: 16.37630662020906},
{Epoch 15, Train_Loss: 0.009883031249046326, Valid_Loss: 4.686856746673584, Accuracy: 16.37630662020906},
{Epoch 16, Train_Loss: 0.007500547915697098, Valid_Loss: 5.110607147216797, Accuracy: 16.72473867595819},
{Epoch 17, Train_Loss: 0.003812870243564248, Valid_Loss: 5.055722236633301, Accuracy: 17.421602787456447},
{Epoch 18, Train_Loss: 0.002914981683716178, Valid_Loss: 5.252100944519043, Accuracy: 16.72473867595819},
{Epoch 19, Train_Loss: 0.012643201276659966, Valid_Loss: 5.12172269821167, Accuracy: 16.37630662020906},
{Epoch 20, Train_Loss: 0.0021264946553856134, Valid_Loss: 5.129854202270508, Accuracy: 17.073170731707318},
{Epoch 21, Train_Loss: 0.002812745748087764, Valid_Loss: 4.984597682952881, Accuracy: 17.421602787456447},
{Epoch 22, Train_Loss: 0.0015709412982687354, Valid_Loss: 5.2260332107543945, Accuracy: 18.118466898954704},
{Epoch 23, Train_Loss: 0.012017207220196724, Valid_Loss: 5.154560565948486, Accuracy: 18.466898954703833},
{Epoch 24, Train_Loss: 0.0007389902020804584, Valid_Loss: 5.151651382446289, Accuracy: 17.421602787456447},
{Epoch 25, Train_Loss: 0.003180480794981122, Valid_Loss: 5.319540023803711, Accuracy: 17.770034843205575},
{Epoch 26, Train_Loss: 0.010282008908689022, Valid_Loss: 5.117936134338379, Accuracy: 19.16376306620209},
{Epoch 27, Train_Loss: 0.0035632748622447252, Valid_Loss: 5.698585033416748, Accuracy: 19.16376306620209},
{Epoch 28, Train_Loss: 0.003964744042605162, Valid_Loss: 5.63792085647583, Accuracy: 18.118466898954704},
{Epoch 29, Train_Loss: 0.0010824162745848298, Valid_Loss: 5.374904155731201, Accuracy: 18.466898954703833},
{Epoch 30, Train_Loss: 0.004372910130769014, Valid_Loss: 5.451249599456787, Accuracy: 17.770034843205575},
{Epoch 31, Train_Loss: 0.04569901525974274, Valid_Loss: 5.334677696228027, Accuracy: 19.51219512195122},
{Epoch 32, Train_Loss: 0.02310224436223507, Valid_Loss: 5.779207229614258, Accuracy: 17.421602787456447},
{Epoch 33, Train_Loss: 0.0010261022252961993, Valid_Loss: 5.4687652587890625, Accuracy: 18.81533101045296},
{Epoch 34, Train_Loss: 0.0007484157686121762, Valid_Loss: 5.238328456878662, Accuracy: 18.466898954703833},
{Epoch 35, Train_Loss: 0.005956853274255991, Valid_Loss: 4.836639404296875, Accuracy: 17.770034843205575},
{Epoch 36, Train_Loss: 0.0017536751693114638, Valid_Loss: 5.552773475646973, Accuracy: 18.81533101045296},
{Epoch 37, Train_Loss: 0.0008380811777897179, Valid_Loss: 5.407839775085449, Accuracy: 16.72473867595819},
{Epoch 38, Train_Loss: 0.0005459035746753216, Valid_Loss: 5.569406032562256, Accuracy: 17.770034843205575},
{Epoch 39, Train_Loss: 0.0013077263720333576, Valid_Loss: 5.722844123840332, Accuracy: 18.81533101045296},
{Epoch 40, Train_Loss: 0.0036303866654634476, Valid_Loss: 5.0046563148498535, Accuracy: 18.118466898954704},
{Epoch 41, Train_Loss: 0.021123016253113747, Valid_Loss: 5.561942100524902, Accuracy: 18.118466898954704},
{Epoch 42, Train_Loss: 0.002503414638340473, Valid_Loss: 5.116806983947754, Accuracy: 19.860627177700348},
{Epoch 43, Train_Loss: 0.028675206005573273, Valid_Loss: 5.679661750793457, Accuracy: 18.466898954703833},
{Epoch 44, Train_Loss: 0.0015154465800151229, Valid_Loss: 5.039792537689209, Accuracy: 16.37630662020906},
{Epoch 45, Train_Loss: 0.0011666982900351286, Valid_Loss: 5.263360023498535, Accuracy: 17.421602787456447},
{Epoch 46, Train_Loss: 0.0006249669822864234, Valid_Loss: 5.144866943359375, Accuracy: 17.421602787456447},
{Epoch 47, Train_Loss: 0.021011311560869217, Valid_Loss: 4.9784064292907715, Accuracy: 19.16376306620209},
{Epoch 48, Train_Loss: 0.00033840202377177775, Valid_Loss: 5.76307487487793, Accuracy: 19.16376306620209},
{Epoch 49, Train_Loss: 0.001875365269370377, Valid_Loss: 5.3511505126953125, Accuracy: 17.073170731707318},
{Epoch 50, Train_Loss: 0.0010755055118352175, Valid_Loss: 5.6724653244018555, Accuracy: 19.16376306620209},
{Epoch 51, Train_Loss: 0.06141805276274681, Valid_Loss: 5.36710262298584, Accuracy: 17.073170731707318},
{Epoch 52, Train_Loss: 0.005597671959549189, Valid_Loss: 5.023092269897461, Accuracy: 20.557491289198605},
{Epoch 53, Train_Loss: 0.0021151683758944273, Valid_Loss: 5.5343194007873535, Accuracy: 19.860627177700348},
{Epoch 54, Train_Loss: 0.0069436547346413136, Valid_Loss: 5.193365097045898, Accuracy: 18.466898954703833},
{Epoch 55, Train_Loss: 0.014896770939230919, Valid_Loss: 5.023283958435059, Accuracy: 18.466898954703833},
{Epoch 56, Train_Loss: 0.022579902783036232, Valid_Loss: 5.395601272583008, Accuracy: 18.118466898954704},
{Epoch 57, Train_Loss: 0.003445762675255537, Valid_Loss: 4.874881744384766, Accuracy: 18.81533101045296},
{Epoch 58, Train_Loss: 0.0003755835350602865, Valid_Loss: 5.523263454437256, Accuracy: 19.16376306620209},
{Epoch 59, Train_Loss: 0.0024723329115659, Valid_Loss: 5.6354899406433105, Accuracy: 19.860627177700348},
{Epoch 60, Train_Loss: 0.004385475069284439, Valid_Loss: 5.502333641052246, Accuracy: 18.118466898954704},
{Epoch 61, Train_Loss: 0.005029027815908194, Valid_Loss: 5.207056045532227, Accuracy: 18.466898954703833},
{Epoch 62, Train_Loss: 0.0021910930518060923, Valid_Loss: 5.803346633911133, Accuracy: 19.16376306620209},
{Epoch 63, Train_Loss: 0.013848443515598774, Valid_Loss: 5.502064228057861, Accuracy: 19.51219512195122},
{Epoch 64, Train_Loss: 0.003161054803058505, Valid_Loss: 5.795734882354736, Accuracy: 20.209059233449477},
{Epoch 65, Train_Loss: 0.021758878603577614, Valid_Loss: 5.6222453117370605, Accuracy: 19.860627177700348},
{Epoch 66, Train_Loss: 0.0011294775176793337, Valid_Loss: 5.613369464874268, Accuracy: 20.557491289198605},
{Epoch 67, Train_Loss: 0.0011029746383428574, Valid_Loss: 5.742177963256836, Accuracy: 19.860627177700348},
{Epoch 68, Train_Loss: 0.0009692603489384055, Valid_Loss: 6.036867618560791, Accuracy: 20.209059233449477},
{Epoch 69, Train_Loss: 0.0005547403707168996, Valid_Loss: 5.9062819480896, Accuracy: 20.209059233449477},
