public_RMSE, private_RMSE
19.19243816, 20.38734020
18.11471269, 19.19527874
19.19243816, 20.38734020
19.19243816, 20.38734020
25.60547808, 25.97983632
18.25529826, 19.21799534
25.60547808, 25.98021404
19.19243816, 20.38734020
