{Epoch 0, Train_Loss: 1.5183395147323608, Valid_Loss: 1.0540827512741089, Accuracy: 47.2},
{Epoch 1, Train_Loss: 1.014230489730835, Valid_Loss: 1.1759021282196045, Accuracy: 54.94},
{Epoch 2, Train_Loss: 1.2011466026306152, Valid_Loss: 1.6956894397735596, Accuracy: 61.48},
{Epoch 3, Train_Loss: 1.6755768060684204, Valid_Loss: 1.071223258972168, Accuracy: 65.94},
{Epoch 4, Train_Loss: 0.7549386024475098, Valid_Loss: 1.934167504310608, Accuracy: 68.9},
{Epoch 5, Train_Loss: 2.52905535697937, Valid_Loss: 0.5329263806343079, Accuracy: 69.34},
{Epoch 6, Train_Loss: 0.7238165736198425, Valid_Loss: 0.8517008423805237, Accuracy: 72.18},
{Epoch 7, Train_Loss: 0.900758683681488, Valid_Loss: 0.33927878737449646, Accuracy: 72.56},
{Epoch 8, Train_Loss: 0.643880307674408, Valid_Loss: 1.2196189165115356, Accuracy: 73.44},
{Epoch 9, Train_Loss: 0.2902037501335144, Valid_Loss: 0.7222887277603149, Accuracy: 75.68},
{Epoch 10, Train_Loss: 0.7039230465888977, Valid_Loss: 0.2206501066684723, Accuracy: 76.44},
{Epoch 11, Train_Loss: 0.6559622883796692, Valid_Loss: 0.25994712114334106, Accuracy: 76.92},
{Epoch 12, Train_Loss: 0.23576998710632324, Valid_Loss: 0.552049994468689, Accuracy: 77.28},
{Epoch 13, Train_Loss: 0.4863681495189667, Valid_Loss: 1.1342434883117676, Accuracy: 77.68},
{Epoch 14, Train_Loss: 0.5265820622444153, Valid_Loss: 0.377713680267334, Accuracy: 78.74},
{Epoch 15, Train_Loss: 0.9226503968238831, Valid_Loss: 0.46443232893943787, Accuracy: 78.78},
{Epoch 16, Train_Loss: 0.0863703265786171, Valid_Loss: 0.8623815774917603, Accuracy: 78.86},
{Epoch 17, Train_Loss: 0.4672427773475647, Valid_Loss: 0.7613706588745117, Accuracy: 78.66},
{Epoch 18, Train_Loss: 0.2904064655303955, Valid_Loss: 0.40514516830444336, Accuracy: 79.54},
{Epoch 19, Train_Loss: 0.9770229458808899, Valid_Loss: 0.24353700876235962, Accuracy: 78.1},
