{Epoch 0, Train_Loss: 0.3367518186569214, Valid_Loss: 0.8989876508712769, Accuracy: 59.58188153310105},
{Epoch 1, Train_Loss: 0.8580179810523987, Valid_Loss: 0.24395538866519928, Accuracy: 90.2439024390244},
{Epoch 2, Train_Loss: 0.3529324233531952, Valid_Loss: 0.7385069131851196, Accuracy: 70.03484320557492},
{Epoch 3, Train_Loss: 0.4658242166042328, Valid_Loss: 0.5463925004005432, Accuracy: 80.8362369337979},
{Epoch 4, Train_Loss: 0.16156412661075592, Valid_Loss: 1.2235627174377441, Accuracy: 61.67247386759582},
{Epoch 5, Train_Loss: 0.17993101477622986, Valid_Loss: 0.3155231773853302, Accuracy: 77.35191637630662},
{Epoch 6, Train_Loss: 0.07519680261611938, Valid_Loss: 0.1587793231010437, Accuracy: 88.15331010452962},
{Epoch 7, Train_Loss: 0.16387730836868286, Valid_Loss: 0.436893105506897, Accuracy: 76.30662020905923},
{Epoch 8, Train_Loss: 0.3781735897064209, Valid_Loss: 0.2764025926589966, Accuracy: 83.62369337979094},
{Epoch 9, Train_Loss: 0.5792363882064819, Valid_Loss: 0.6057644486427307, Accuracy: 82.92682926829268},
{Epoch 10, Train_Loss: 0.06418769806623459, Valid_Loss: 0.3656889498233795, Accuracy: 79.09407665505226},
{Epoch 11, Train_Loss: 0.07544177770614624, Valid_Loss: 0.8430290222167969, Accuracy: 74.91289198606272},
{Epoch 12, Train_Loss: 0.06859944760799408, Valid_Loss: 0.24319051206111908, Accuracy: 80.8362369337979},
{Epoch 13, Train_Loss: 0.052294932305812836, Valid_Loss: 0.9914848208427429, Accuracy: 67.59581881533101},
{Epoch 14, Train_Loss: 0.10213655233383179, Valid_Loss: 0.47437018156051636, Accuracy: 88.85017421602788},
{Epoch 15, Train_Loss: 0.12419774383306503, Valid_Loss: 0.31890079379081726, Accuracy: 91.63763066202091},
{Epoch 16, Train_Loss: 0.05382246896624565, Valid_Loss: 0.5595458745956421, Accuracy: 82.22996515679442},
{Epoch 17, Train_Loss: 0.045581284910440445, Valid_Loss: 0.34299275279045105, Accuracy: 81.18466898954703},
{Epoch 18, Train_Loss: 0.02918926067650318, Valid_Loss: 0.916740357875824, Accuracy: 75.9581881533101},
{Epoch 19, Train_Loss: 0.025949496775865555, Valid_Loss: 1.574268102645874, Accuracy: 65.15679442508711},
{Epoch 20, Train_Loss: 0.24680942296981812, Valid_Loss: 0.24447588622570038, Accuracy: 94.07665505226481},
{Epoch 21, Train_Loss: 0.06288982182741165, Valid_Loss: 0.1604677438735962, Accuracy: 80.8362369337979},
{Epoch 22, Train_Loss: 0.06990044564008713, Valid_Loss: 0.5359745621681213, Accuracy: 76.65505226480836},
{Epoch 23, Train_Loss: 0.03742948919534683, Valid_Loss: 0.17051126062870026, Accuracy: 86.7595818815331},
{Epoch 24, Train_Loss: 0.11135725677013397, Valid_Loss: 0.6041081547737122, Accuracy: 85.01742160278745},
{Epoch 25, Train_Loss: 0.09884018450975418, Valid_Loss: 0.5706866979598999, Accuracy: 88.50174216027875},
{Epoch 26, Train_Loss: 0.01653282530605793, Valid_Loss: 0.543862521648407, Accuracy: 69.68641114982579},
{Epoch 27, Train_Loss: 0.05618739500641823, Valid_Loss: 0.9465019106864929, Accuracy: 82.92682926829268},
{Epoch 28, Train_Loss: 0.04638253524899483, Valid_Loss: 0.3277254104614258, Accuracy: 90.94076655052265},
{Epoch 29, Train_Loss: 0.05094519257545471, Valid_Loss: 0.3377342224121094, Accuracy: 87.45644599303135},
{Epoch 30, Train_Loss: 0.05382733792066574, Valid_Loss: 0.11755800992250443, Accuracy: 95.1219512195122},
{Epoch 31, Train_Loss: 0.0743720605969429, Valid_Loss: 0.3634660243988037, Accuracy: 91.63763066202091},
{Epoch 32, Train_Loss: 0.03667435795068741, Valid_Loss: 0.2419508695602417, Accuracy: 87.45644599303135},
{Epoch 33, Train_Loss: 0.08346298336982727, Valid_Loss: 0.3966766595840454, Accuracy: 89.19860627177701},
{Epoch 34, Train_Loss: 0.07576362043619156, Valid_Loss: 0.1751517504453659, Accuracy: 89.19860627177701},
{Epoch 35, Train_Loss: 0.034699901938438416, Valid_Loss: 0.4544183909893036, Accuracy: 85.01742160278745},
{Epoch 36, Train_Loss: 0.025981545448303223, Valid_Loss: 0.2539743185043335, Accuracy: 92.33449477351917},
{Epoch 37, Train_Loss: 0.039508674293756485, Valid_Loss: 0.3988354802131653, Accuracy: 94.07665505226481},
{Epoch 38, Train_Loss: 0.11250834167003632, Valid_Loss: 0.5583899617195129, Accuracy: 92.33449477351917},
{Epoch 39, Train_Loss: 0.00889104325324297, Valid_Loss: 0.5273117423057556, Accuracy: 88.15331010452962},
{Epoch 40, Train_Loss: 0.021288886666297913, Valid_Loss: 0.024456830695271492, Accuracy: 91.63763066202091},
{Epoch 41, Train_Loss: 0.023614665493369102, Valid_Loss: 0.4829406440258026, Accuracy: 90.94076655052265},
{Epoch 42, Train_Loss: 0.013891140930354595, Valid_Loss: 0.8638201355934143, Accuracy: 85.01742160278745},
{Epoch 43, Train_Loss: 0.013487765565514565, Valid_Loss: 0.1949872374534607, Accuracy: 86.06271777003484},
{Epoch 44, Train_Loss: 0.01066532637923956, Valid_Loss: 0.26076629757881165, Accuracy: 91.28919860627178},
{Epoch 45, Train_Loss: 0.029122307896614075, Valid_Loss: 0.5546897053718567, Accuracy: 85.36585365853658},
{Epoch 46, Train_Loss: 0.01842038333415985, Valid_Loss: 0.43163934350013733, Accuracy: 91.63763066202091},
{Epoch 47, Train_Loss: 0.0819203108549118, Valid_Loss: 0.45740261673927307, Accuracy: 87.45644599303135},
{Epoch 48, Train_Loss: 0.007771656382828951, Valid_Loss: 0.7441977858543396, Accuracy: 86.41114982578397},
{Epoch 49, Train_Loss: 0.04042988643050194, Valid_Loss: 0.23729223012924194, Accuracy: 92.33449477351917},
{Epoch 50, Train_Loss: 0.0841326117515564, Valid_Loss: 0.615947961807251, Accuracy: 86.7595818815331},
{Epoch 51, Train_Loss: 0.06899765878915787, Valid_Loss: 0.46018239855766296, Accuracy: 90.94076655052265},
{Epoch 52, Train_Loss: 0.08117605000734329, Valid_Loss: 0.0932454913854599, Accuracy: 84.3205574912892},
{Epoch 53, Train_Loss: 0.005547344218939543, Valid_Loss: 0.8618217706680298, Accuracy: 87.8048780487805},
{Epoch 54, Train_Loss: 0.034077901393175125, Valid_Loss: 0.048358406871557236, Accuracy: 91.98606271777004},
{Epoch 55, Train_Loss: 0.024220259860157967, Valid_Loss: 0.5723311305046082, Accuracy: 87.45644599303135},
{Epoch 56, Train_Loss: 0.008941203355789185, Valid_Loss: 1.2870957851409912, Accuracy: 85.71428571428571},
{Epoch 57, Train_Loss: 0.00997183471918106, Valid_Loss: 0.0670202448964119, Accuracy: 93.03135888501743},
{Epoch 58, Train_Loss: 0.014761848375201225, Valid_Loss: 0.4729904234409332, Accuracy: 91.63763066202091},
{Epoch 59, Train_Loss: 0.0033745949622243643, Valid_Loss: 0.9794397950172424, Accuracy: 84.3205574912892},
{Epoch 60, Train_Loss: 0.04680679738521576, Valid_Loss: 0.15166226029396057, Accuracy: 93.03135888501743},
{Epoch 61, Train_Loss: 0.04038897901773453, Valid_Loss: 0.2516118884086609, Accuracy: 90.2439024390244},
{Epoch 62, Train_Loss: 0.014563732780516148, Valid_Loss: 0.1332724392414093, Accuracy: 90.2439024390244},
{Epoch 63, Train_Loss: 0.0034879595041275024, Valid_Loss: 0.6707032322883606, Accuracy: 86.41114982578397},
{Epoch 64, Train_Loss: 0.035857003182172775, Valid_Loss: 0.3896283209323883, Accuracy: 91.28919860627178},
{Epoch 65, Train_Loss: 0.10741773992776871, Valid_Loss: 1.1410564184188843, Accuracy: 79.79094076655052},
{Epoch 66, Train_Loss: 0.00544761074706912, Valid_Loss: 0.4256640672683716, Accuracy: 91.63763066202091},
{Epoch 67, Train_Loss: 0.03940129652619362, Valid_Loss: 0.7756014466285706, Accuracy: 85.01742160278745},
{Epoch 68, Train_Loss: 0.003874790156260133, Valid_Loss: 0.7102424502372742, Accuracy: 86.06271777003484},
{Epoch 69, Train_Loss: 0.021661261096596718, Valid_Loss: 0.035282932221889496, Accuracy: 95.47038327526133},

{******************************Training finished**********************************},

USING TEST SET: {loss: 1.8810253143310547, acc: 72.58883248730965}
