{Epoch 0, Train_Loss: 1.5957252979278564, Valid_Loss: 2.199448585510254, Accuracy: 46.84},
{Epoch 1, Train_Loss: 1.2201660871505737, Valid_Loss: 1.0357856750488281, Accuracy: 57.04},
{Epoch 2, Train_Loss: 0.9832108020782471, Valid_Loss: 1.4647847414016724, Accuracy: 62.72},
{Epoch 3, Train_Loss: 0.4318196177482605, Valid_Loss: 1.471735954284668, Accuracy: 67.66},
{Epoch 4, Train_Loss: 0.5880370140075684, Valid_Loss: 1.0552116632461548, Accuracy: 71.24},
{Epoch 5, Train_Loss: 0.7196102142333984, Valid_Loss: 1.3774272203445435, Accuracy: 72.98},
{Epoch 6, Train_Loss: 0.6566953659057617, Valid_Loss: 0.513096272945404, Accuracy: 74.46},
{Epoch 7, Train_Loss: 0.319174200296402, Valid_Loss: 1.1833993196487427, Accuracy: 76.08},
{Epoch 8, Train_Loss: 0.6158874034881592, Valid_Loss: 1.5700546503067017, Accuracy: 76.04},
{Epoch 9, Train_Loss: 0.33552587032318115, Valid_Loss: 0.4636952877044678, Accuracy: 75.42},
{Epoch 10, Train_Loss: 0.6003913283348083, Valid_Loss: 1.3257458209991455, Accuracy: 75.52},
{Epoch 11, Train_Loss: 0.6228858232498169, Valid_Loss: 2.2252092361450195, Accuracy: 75.08},
{Epoch 12, Train_Loss: 0.5245434641838074, Valid_Loss: 2.5801262855529785, Accuracy: 77.3},
{Epoch 13, Train_Loss: 0.25085219740867615, Valid_Loss: 0.8579886555671692, Accuracy: 76.38},
{Epoch 14, Train_Loss: 0.08113578706979752, Valid_Loss: 1.1703039407730103, Accuracy: 76.76},
{Epoch 15, Train_Loss: 0.04398014396429062, Valid_Loss: 1.3915950059890747, Accuracy: 77.0},
{Epoch 16, Train_Loss: 0.49137043952941895, Valid_Loss: 0.6129027605056763, Accuracy: 78.68},
{Epoch 17, Train_Loss: 0.09945294260978699, Valid_Loss: 0.5957474112510681, Accuracy: 77.26},
{Epoch 18, Train_Loss: 0.3716775178909302, Valid_Loss: 0.9891723990440369, Accuracy: 78.1},
{Epoch 19, Train_Loss: 0.038053348660469055, Valid_Loss: 0.818886399269104, Accuracy: 78.74},
{Epoch 20, Train_Loss: 0.05013338103890419, Valid_Loss: 2.3238606452941895, Accuracy: 77.92},
{Epoch 21, Train_Loss: 0.0020192833617329597, Valid_Loss: 1.0050432682037354, Accuracy: 78.22},
{Epoch 22, Train_Loss: 0.35532426834106445, Valid_Loss: 0.4889547824859619, Accuracy: 78.12},
{Epoch 23, Train_Loss: 0.44117504358291626, Valid_Loss: 1.2169342041015625, Accuracy: 76.8},
{Epoch 24, Train_Loss: 0.014337620697915554, Valid_Loss: 0.7559913396835327, Accuracy: 76.74},
{Epoch 25, Train_Loss: 1.016454815864563, Valid_Loss: 3.3262829780578613, Accuracy: 76.34},
{Epoch 26, Train_Loss: 0.18467050790786743, Valid_Loss: 2.7795729637145996, Accuracy: 77.12},
{Epoch 27, Train_Loss: 0.03160792589187622, Valid_Loss: 0.8210597634315491, Accuracy: 77.46},
{Epoch 28, Train_Loss: 0.3118213415145874, Valid_Loss: 1.1705691814422607, Accuracy: 78.24},
{Epoch 29, Train_Loss: 0.8403480052947998, Valid_Loss: 0.588482141494751, Accuracy: 76.82},
{Epoch 30, Train_Loss: 0.08693274110555649, Valid_Loss: 0.7083565592765808, Accuracy: 78.08},
{Epoch 31, Train_Loss: 0.37847742438316345, Valid_Loss: 1.3387105464935303, Accuracy: 78.58},
{Epoch 32, Train_Loss: 0.004083341918885708, Valid_Loss: 0.974413275718689, Accuracy: 78.4},
{Epoch 33, Train_Loss: 0.3322201073169708, Valid_Loss: 1.7345662117004395, Accuracy: 78.92},
{Epoch 34, Train_Loss: 0.01184776984155178, Valid_Loss: 1.6521904468536377, Accuracy: 79.02},
{Epoch 35, Train_Loss: 0.08449240028858185, Valid_Loss: 0.3883035182952881, Accuracy: 79.8},
{Epoch 36, Train_Loss: 0.17524194717407227, Valid_Loss: 0.3151192367076874, Accuracy: 80.22},
{Epoch 37, Train_Loss: 0.03243422508239746, Valid_Loss: 1.093788504600525, Accuracy: 79.38},
{Epoch 38, Train_Loss: 0.02326694317162037, Valid_Loss: 0.30572327971458435, Accuracy: 80.08},
{Epoch 39, Train_Loss: 0.04140543192625046, Valid_Loss: 0.7025148272514343, Accuracy: 79.5},
{Epoch 40, Train_Loss: 0.18740004301071167, Valid_Loss: 0.8675413131713867, Accuracy: 80.06},
{Epoch 41, Train_Loss: 0.030102400109171867, Valid_Loss: 1.1844264268875122, Accuracy: 79.2},
{Epoch 42, Train_Loss: 0.05837441235780716, Valid_Loss: 0.22659000754356384, Accuracy: 80.06},
{Epoch 43, Train_Loss: 0.025346927344799042, Valid_Loss: 0.9932449460029602, Accuracy: 80.12},
{Epoch 44, Train_Loss: 0.26738855242729187, Valid_Loss: 0.289406418800354, Accuracy: 79.9},
{Epoch 45, Train_Loss: 0.05914352089166641, Valid_Loss: 1.095147728919983, Accuracy: 80.34},
{Epoch 46, Train_Loss: 0.05402597784996033, Valid_Loss: 0.08915239572525024, Accuracy: 80.12},
{Epoch 47, Train_Loss: 0.09544834494590759, Valid_Loss: 1.7452757358551025, Accuracy: 80.22},
{Epoch 48, Train_Loss: 0.1107797846198082, Valid_Loss: 1.3420029878616333, Accuracy: 79.8},
{Epoch 49, Train_Loss: 0.2731826603412628, Valid_Loss: 1.1354448795318604, Accuracy: 80.22},
{Epoch 50, Train_Loss: 0.27006375789642334, Valid_Loss: 2.0209131240844727, Accuracy: 79.02},
{Epoch 51, Train_Loss: 0.8508371114730835, Valid_Loss: 1.270092248916626, Accuracy: 73.56},
{Epoch 52, Train_Loss: 0.8909541368484497, Valid_Loss: 1.5286744832992554, Accuracy: 75.8},
{Epoch 53, Train_Loss: 0.25954705476760864, Valid_Loss: 0.6046726107597351, Accuracy: 78.82},
{Epoch 54, Train_Loss: 0.03366372734308243, Valid_Loss: 1.2976998090744019, Accuracy: 78.84},
{Epoch 55, Train_Loss: 0.0662371888756752, Valid_Loss: 0.7162292003631592, Accuracy: 79.96},
{Epoch 56, Train_Loss: 0.46320641040802, Valid_Loss: 0.9571753740310669, Accuracy: 79.8},
{Epoch 57, Train_Loss: 0.015407862141728401, Valid_Loss: 0.06943410634994507, Accuracy: 79.66},
{Epoch 58, Train_Loss: 0.16941535472869873, Valid_Loss: 0.3591254651546478, Accuracy: 80.36},
{Epoch 59, Train_Loss: 0.11368429660797119, Valid_Loss: 0.6198643445968628, Accuracy: 80.54},
{Epoch 60, Train_Loss: 0.592092752456665, Valid_Loss: 1.1550891399383545, Accuracy: 80.8},
{Epoch 61, Train_Loss: 0.0486556738615036, Valid_Loss: 0.6507377624511719, Accuracy: 80.42},
{Epoch 62, Train_Loss: 0.05333838239312172, Valid_Loss: 0.40824177861213684, Accuracy: 80.74},
{Epoch 63, Train_Loss: 0.008631845004856586, Valid_Loss: 0.1363438367843628, Accuracy: 81.4},
{Epoch 64, Train_Loss: 0.05695502832531929, Valid_Loss: 0.8161112070083618, Accuracy: 80.88},
{Epoch 65, Train_Loss: 0.010778713971376419, Valid_Loss: 0.5881388187408447, Accuracy: 80.64},
{Epoch 66, Train_Loss: 0.36676618456840515, Valid_Loss: 2.377520799636841, Accuracy: 81.04},
{Epoch 67, Train_Loss: 0.1110217273235321, Valid_Loss: 1.4142950773239136, Accuracy: 79.76},
{Epoch 68, Train_Loss: 0.09526613354682922, Valid_Loss: 0.5899781584739685, Accuracy: 78.6},
{Epoch 69, Train_Loss: 0.5005667805671692, Valid_Loss: 2.2797789573669434, Accuracy: 80.4},
{Epoch 70, Train_Loss: 0.7880563735961914, Valid_Loss: 0.8575486540794373, Accuracy: 75.54},
{Epoch 71, Train_Loss: 0.2304808646440506, Valid_Loss: 0.7110853791236877, Accuracy: 76.46},
{Epoch 72, Train_Loss: 0.033688101917505264, Valid_Loss: 1.48442804813385, Accuracy: 78.6},
{Epoch 73, Train_Loss: 0.19568191468715668, Valid_Loss: 0.6203741431236267, Accuracy: 78.38},
{Epoch 74, Train_Loss: 0.23092974722385406, Valid_Loss: 1.9057034254074097, Accuracy: 80.64},
{Epoch 75, Train_Loss: 0.05321485549211502, Valid_Loss: 0.7660604119300842, Accuracy: 80.78},
{Epoch 76, Train_Loss: 0.1696939915418625, Valid_Loss: 1.5794001817703247, Accuracy: 81.66},
{Epoch 77, Train_Loss: 0.23812653124332428, Valid_Loss: 0.9428662061691284, Accuracy: 81.38},
{Epoch 78, Train_Loss: 0.433529257774353, Valid_Loss: 1.2092820405960083, Accuracy: 80.76},
{Epoch 79, Train_Loss: 0.10021290928125381, Valid_Loss: 1.0624148845672607, Accuracy: 81.46},

{******************************Training finished**********************************},

USING TEST SET: {loss: 0.7816647291183472, acc: 80.32}
