{Epoch 0, Train_Loss: 1.6478440761566162, Valid_Loss: 1.6629674434661865, Accuracy: 48.62},
{Epoch 1, Train_Loss: 1.5474181175231934, Valid_Loss: 1.0409293174743652, Accuracy: 57.52},
{Epoch 2, Train_Loss: 0.8724871277809143, Valid_Loss: 1.4100942611694336, Accuracy: 64.32},
{Epoch 3, Train_Loss: 0.7811856269836426, Valid_Loss: 0.5440852046012878, Accuracy: 68.2},
{Epoch 4, Train_Loss: 0.7829672694206238, Valid_Loss: 0.7792436480522156, Accuracy: 70.9},
{Epoch 5, Train_Loss: 0.6357331871986389, Valid_Loss: 1.1775994300842285, Accuracy: 73.9},
{Epoch 6, Train_Loss: 1.2308439016342163, Valid_Loss: 0.4928598999977112, Accuracy: 73.38},
{Epoch 7, Train_Loss: 1.3570643663406372, Valid_Loss: 0.5967727899551392, Accuracy: 75.34},
{Epoch 8, Train_Loss: 1.2481908798217773, Valid_Loss: 0.6745032072067261, Accuracy: 76.1},
{Epoch 9, Train_Loss: 0.6863434314727783, Valid_Loss: 0.39286062121391296, Accuracy: 76.18},
{Epoch 10, Train_Loss: 0.10975939780473709, Valid_Loss: 0.8672125935554504, Accuracy: 76.38},
{Epoch 11, Train_Loss: 0.95200514793396, Valid_Loss: 0.5970331430435181, Accuracy: 77.06},
{Epoch 12, Train_Loss: 0.15915712714195251, Valid_Loss: 1.2410224676132202, Accuracy: 76.78},
{Epoch 13, Train_Loss: 0.3959360122680664, Valid_Loss: 0.7220247387886047, Accuracy: 77.18},
{Epoch 14, Train_Loss: 0.025952240452170372, Valid_Loss: 1.1743637323379517, Accuracy: 78.12},
{Epoch 15, Train_Loss: 0.127628356218338, Valid_Loss: 1.2805150747299194, Accuracy: 78.08},
{Epoch 16, Train_Loss: 0.05538139492273331, Valid_Loss: 0.10428883135318756, Accuracy: 77.12},
{Epoch 17, Train_Loss: 0.0734119862318039, Valid_Loss: 0.8436015844345093, Accuracy: 78.72},
{Epoch 18, Train_Loss: 0.40182968974113464, Valid_Loss: 0.8236911296844482, Accuracy: 79.5},
{Epoch 19, Train_Loss: 0.48563361167907715, Valid_Loss: 0.1399635225534439, Accuracy: 78.56},
{Epoch 20, Train_Loss: 0.16634756326675415, Valid_Loss: 2.5603551864624023, Accuracy: 77.46},
{Epoch 21, Train_Loss: 0.44793763756752014, Valid_Loss: 0.9871301651000977, Accuracy: 78.02},
{Epoch 22, Train_Loss: 0.28295156359672546, Valid_Loss: 0.2566380798816681, Accuracy: 76.4},
{Epoch 23, Train_Loss: 0.4401857554912567, Valid_Loss: 1.2978639602661133, Accuracy: 77.2},
{Epoch 24, Train_Loss: 0.009588648565113544, Valid_Loss: 1.5199909210205078, Accuracy: 78.3},
{Epoch 25, Train_Loss: 0.21254338324069977, Valid_Loss: 1.5298902988433838, Accuracy: 78.44},
{Epoch 26, Train_Loss: 0.00843938160687685, Valid_Loss: 2.3968374729156494, Accuracy: 79.4},
{Epoch 27, Train_Loss: 0.02750968746840954, Valid_Loss: 1.2564561367034912, Accuracy: 80.06},
{Epoch 28, Train_Loss: 0.03599574789404869, Valid_Loss: 0.5284718871116638, Accuracy: 80.42},
{Epoch 29, Train_Loss: 0.1743602454662323, Valid_Loss: 1.28046452999115, Accuracy: 80.22},
{Epoch 30, Train_Loss: 0.780058741569519, Valid_Loss: 0.5665280818939209, Accuracy: 80.02},
{Epoch 31, Train_Loss: 0.15563544631004333, Valid_Loss: 2.122513771057129, Accuracy: 79.16},
{Epoch 32, Train_Loss: 0.07064729928970337, Valid_Loss: 2.252772331237793, Accuracy: 79.74},
{Epoch 33, Train_Loss: 0.00981967430561781, Valid_Loss: 0.20908258855342865, Accuracy: 79.88},
{Epoch 34, Train_Loss: 0.04545176029205322, Valid_Loss: 1.5656931400299072, Accuracy: 80.54},
