{Epoch 0, Train_Loss: 1.3529250621795654, Valid_Loss: 1.185709834098816, Accuracy: 64.54},
{Epoch 1, Train_Loss: 0.7510682940483093, Valid_Loss: 0.898992657661438, Accuracy: 77.02},
{Epoch 2, Train_Loss: 0.9710156917572021, Valid_Loss: 0.24784071743488312, Accuracy: 81.1},
{Epoch 3, Train_Loss: 0.5814749002456665, Valid_Loss: 0.5571668148040771, Accuracy: 83.06},
{Epoch 4, Train_Loss: 0.13624884188175201, Valid_Loss: 0.7500249147415161, Accuracy: 84.16},
{Epoch 5, Train_Loss: 1.0481888055801392, Valid_Loss: 0.7751564383506775, Accuracy: 84.08},
{Epoch 6, Train_Loss: 0.9562230706214905, Valid_Loss: 0.03267456591129303, Accuracy: 85.38},
{Epoch 7, Train_Loss: 0.13312605023384094, Valid_Loss: 0.32396918535232544, Accuracy: 86.46},
{Epoch 8, Train_Loss: 0.5886610746383667, Valid_Loss: 0.14436069130897522, Accuracy: 86.42},
{Epoch 9, Train_Loss: 0.15260453522205353, Valid_Loss: 0.08915513753890991, Accuracy: 86.26},
{Epoch 10, Train_Loss: 0.6550599932670593, Valid_Loss: 0.520738422870636, Accuracy: 87.6},
{Epoch 11, Train_Loss: 0.01725153811275959, Valid_Loss: 0.8630720973014832, Accuracy: 87.36},
{Epoch 12, Train_Loss: 0.05474599078297615, Valid_Loss: 0.32646480202674866, Accuracy: 87.76},
{Epoch 13, Train_Loss: 0.6913664937019348, Valid_Loss: 0.2798945903778076, Accuracy: 87.38},
{Epoch 14, Train_Loss: 0.6985738277435303, Valid_Loss: 0.4703724682331085, Accuracy: 87.84},
{Epoch 15, Train_Loss: 0.2877768576145172, Valid_Loss: 0.32137471437454224, Accuracy: 88.46},
{Epoch 16, Train_Loss: 0.14499709010124207, Valid_Loss: 0.19744740426540375, Accuracy: 88.12},
{Epoch 17, Train_Loss: 0.6456983685493469, Valid_Loss: 0.018283674493432045, Accuracy: 88.26},
{Epoch 18, Train_Loss: 0.028797723352909088, Valid_Loss: 0.44334283471107483, Accuracy: 88.82},
{Epoch 19, Train_Loss: 0.5869430899620056, Valid_Loss: 0.34938544034957886, Accuracy: 88.88},
{Epoch 20, Train_Loss: 0.009181118570268154, Valid_Loss: 0.027985068038105965, Accuracy: 88.06},
{Epoch 21, Train_Loss: 0.19353149831295013, Valid_Loss: 0.1074109748005867, Accuracy: 89.18},
{Epoch 22, Train_Loss: 0.02494037337601185, Valid_Loss: 0.3040938079357147, Accuracy: 87.88},
{Epoch 23, Train_Loss: 0.06613536924123764, Valid_Loss: 0.22633495926856995, Accuracy: 89.28},
{Epoch 24, Train_Loss: 0.039473798125982285, Valid_Loss: 0.04561904817819595, Accuracy: 88.58},
{Epoch 25, Train_Loss: 0.20151767134666443, Valid_Loss: 0.04256051778793335, Accuracy: 89.02},
{Epoch 26, Train_Loss: 0.18462716042995453, Valid_Loss: 0.2931259870529175, Accuracy: 88.24},
{Epoch 27, Train_Loss: 0.13785946369171143, Valid_Loss: 0.18635651469230652, Accuracy: 89.08},
{Epoch 28, Train_Loss: 0.05410224199295044, Valid_Loss: 0.13033491373062134, Accuracy: 89.3},
{Epoch 29, Train_Loss: 0.17487306892871857, Valid_Loss: 0.8892186880111694, Accuracy: 88.74},
{Epoch 30, Train_Loss: 0.058030109852552414, Valid_Loss: 0.38301804661750793, Accuracy: 88.82},
{Epoch 31, Train_Loss: 0.24631088972091675, Valid_Loss: 0.1423669308423996, Accuracy: 88.46},
{Epoch 32, Train_Loss: 0.2290390282869339, Valid_Loss: 0.15628868341445923, Accuracy: 88.18},
{Epoch 33, Train_Loss: 0.09453712403774261, Valid_Loss: 0.06826012581586838, Accuracy: 89.32},
{Epoch 34, Train_Loss: 0.34046414494514465, Valid_Loss: 0.35496294498443604, Accuracy: 89.18},
{Epoch 35, Train_Loss: 0.31756535172462463, Valid_Loss: 0.11223374307155609, Accuracy: 89.58},
{Epoch 36, Train_Loss: 0.025714736431837082, Valid_Loss: 0.14245015382766724, Accuracy: 89.44},
{Epoch 37, Train_Loss: 0.06491468846797943, Valid_Loss: 0.4601803421974182, Accuracy: 89.24},
{Epoch 38, Train_Loss: 0.13830678164958954, Valid_Loss: 0.5400635600090027, Accuracy: 88.72},
{Epoch 39, Train_Loss: 0.0073087397031486034, Valid_Loss: 0.16263553500175476, Accuracy: 88.56},
{Epoch 40, Train_Loss: 0.26020723581314087, Valid_Loss: 0.8031291961669922, Accuracy: 89.16},
{Epoch 41, Train_Loss: 0.14133888483047485, Valid_Loss: 0.17903804779052734, Accuracy: 88.68},
{Epoch 42, Train_Loss: 0.02273041568696499, Valid_Loss: 0.41548311710357666, Accuracy: 88.16},
{Epoch 43, Train_Loss: 0.24243445694446564, Valid_Loss: 0.24955090880393982, Accuracy: 89.56},
{Epoch 44, Train_Loss: 0.03659139573574066, Valid_Loss: 0.21466685831546783, Accuracy: 88.76},
{Epoch 45, Train_Loss: 0.40724098682403564, Valid_Loss: 0.39267900586128235, Accuracy: 89.36},
{Epoch 46, Train_Loss: 0.07722238451242447, Valid_Loss: 0.020877597853541374, Accuracy: 89.26},
{Epoch 47, Train_Loss: 0.45870617032051086, Valid_Loss: 0.5710055828094482, Accuracy: 88.86},
{Epoch 48, Train_Loss: 0.12753330171108246, Valid_Loss: 0.7410829663276672, Accuracy: 89.14},
{Epoch 49, Train_Loss: 0.025951510295271873, Valid_Loss: 0.3626137673854828, Accuracy: 89.48},
{Epoch 50, Train_Loss: 0.5585991740226746, Valid_Loss: 0.596519410610199, Accuracy: 88.38},
{Epoch 51, Train_Loss: 0.09700801968574524, Valid_Loss: 0.8765478730201721, Accuracy: 88.38},
{Epoch 52, Train_Loss: 0.11057553440332413, Valid_Loss: 0.03902704641222954, Accuracy: 89.28},
{Epoch 53, Train_Loss: 0.16281406581401825, Valid_Loss: 0.25963976979255676, Accuracy: 89.14},
{Epoch 54, Train_Loss: 0.04973864555358887, Valid_Loss: 0.02401035651564598, Accuracy: 88.66},
{Epoch 55, Train_Loss: 0.08079849928617477, Valid_Loss: 0.22462980449199677, Accuracy: 89.16},
{Epoch 56, Train_Loss: 0.013117610476911068, Valid_Loss: 0.7722026109695435, Accuracy: 89.84},
{Epoch 57, Train_Loss: 0.16971313953399658, Valid_Loss: 0.4164138436317444, Accuracy: 88.86},
{Epoch 58, Train_Loss: 0.15366460382938385, Valid_Loss: 0.05876286327838898, Accuracy: 89.18},
{Epoch 59, Train_Loss: 0.22295527160167694, Valid_Loss: 0.588860809803009, Accuracy: 88.76},
{Epoch 60, Train_Loss: 0.2121209055185318, Valid_Loss: 0.0619313009083271, Accuracy: 89.12},
{Epoch 61, Train_Loss: 0.13890808820724487, Valid_Loss: 0.44367140531539917, Accuracy: 88.16},
{Epoch 62, Train_Loss: 0.1786229908466339, Valid_Loss: 0.06483981758356094, Accuracy: 88.82},
{Epoch 63, Train_Loss: 0.33414018154144287, Valid_Loss: 0.16215908527374268, Accuracy: 88.7},
{Epoch 64, Train_Loss: 0.005458400584757328, Valid_Loss: 0.03867866471409798, Accuracy: 88.14},
{Epoch 65, Train_Loss: 0.069725401699543, Valid_Loss: 0.4810240864753723, Accuracy: 88.36},
{Epoch 66, Train_Loss: 0.12362684309482574, Valid_Loss: 0.5184396505355835, Accuracy: 88.1},
{Epoch 67, Train_Loss: 0.17009350657463074, Valid_Loss: 0.32827597856521606, Accuracy: 89.18},
{Epoch 68, Train_Loss: 0.06469103693962097, Valid_Loss: 0.21078118681907654, Accuracy: 88.98},
{Epoch 69, Train_Loss: 0.23040801286697388, Valid_Loss: 0.1036001518368721, Accuracy: 88.96},
{Epoch 70, Train_Loss: 0.06933588534593582, Valid_Loss: 0.17533598840236664, Accuracy: 88.52},
{Epoch 71, Train_Loss: 0.16254127025604248, Valid_Loss: 0.06490619480609894, Accuracy: 88.48},
{Epoch 72, Train_Loss: 0.4352951645851135, Valid_Loss: 0.10044033080339432, Accuracy: 88.5},
{Epoch 73, Train_Loss: 0.2863990068435669, Valid_Loss: 0.47297587990760803, Accuracy: 88.3},
{Epoch 74, Train_Loss: 0.03554726019501686, Valid_Loss: 0.283926397562027, Accuracy: 88.92},
{Epoch 75, Train_Loss: 0.20281311869621277, Valid_Loss: 0.10516373813152313, Accuracy: 87.96},
{Epoch 76, Train_Loss: 0.07236693054437637, Valid_Loss: 1.0722527503967285, Accuracy: 89.2},
{Epoch 77, Train_Loss: 0.12181706726551056, Valid_Loss: 0.4035494029521942, Accuracy: 88.56},
{Epoch 78, Train_Loss: 0.044302113354206085, Valid_Loss: 0.3115433156490326, Accuracy: 88.44},
{Epoch 79, Train_Loss: 0.11392893642187119, Valid_Loss: 0.7090109586715698, Accuracy: 88.44},

{******************************Training finished**********************************},

USING TEST SET: {loss: 0.4133063852787018, acc: 87.2}
