{Epoch 0, Train_Loss: 0.5062800645828247, Valid_Loss: 7.013545036315918, Accuracy: 11.4},
{Epoch 1, Train_Loss: 0.4882090389728546, Valid_Loss: 5.280923366546631, Accuracy: 19.112627986348123},
{Epoch 2, Train_Loss: 0.27352073788642883, Valid_Loss: 5.066011905670166, Accuracy: 20.27231467473525},
{Epoch 3, Train_Loss: 0.5525332689285278, Valid_Loss: 6.570253849029541, Accuracy: 18.818681318681318},
{Epoch 4, Train_Loss: 0.4400578439235687, Valid_Loss: 5.564978122711182, Accuracy: 25.77580747308423},
{Epoch 5, Train_Loss: 0.4937831163406372, Valid_Loss: 5.51583194732666, Accuracy: 26.40283520378027},
{Epoch 6, Train_Loss: 0.42070403695106506, Valid_Loss: 6.337882041931152, Accuracy: 31.27777777777778},
{Epoch 7, Train_Loss: 0.5596551895141602, Valid_Loss: 5.789122104644775, Accuracy: 34.45554971067859},
{Epoch 8, Train_Loss: 0.4015747606754303, Valid_Loss: 4.175620079040527, Accuracy: 35.65348022033049},
{Epoch 9, Train_Loss: 0.5220431089401245, Valid_Loss: 4.978025913238525, Accuracy: 36.92528735632184},
{Epoch 10, Train_Loss: 0.25743332505226135, Valid_Loss: 5.3422369956970215, Accuracy: 40.229885057471265},
{Epoch 11, Train_Loss: 0.12483539432287216, Valid_Loss: 4.8741960525512695, Accuracy: 41.34572819831784},
{Epoch 12, Train_Loss: 0.33833882212638855, Valid_Loss: 4.625468730926514, Accuracy: 45.0},
{Epoch 13, Train_Loss: 0.12623560428619385, Valid_Loss: 5.2954325675964355, Accuracy: 48.09760132340777},
{Epoch 14, Train_Loss: 0.3801572322845459, Valid_Loss: 5.280539035797119, Accuracy: 48.47634322373697},
{Epoch 15, Train_Loss: 0.29372090101242065, Valid_Loss: 5.7228312492370605, Accuracy: 45.40498442367601},
{Epoch 16, Train_Loss: 0.029103737324476242, Valid_Loss: 5.65118932723999, Accuracy: 53.23986358469117},
{Epoch 17, Train_Loss: 2.070598602294922, Valid_Loss: 3.9919753074645996, Accuracy: 51.73559822747415},
{Epoch 18, Train_Loss: 0.09271059185266495, Valid_Loss: 5.261824607849121, Accuracy: 55.5835734870317},
{Epoch 19, Train_Loss: 0.05847106873989105, Valid_Loss: 3.7028489112854004, Accuracy: 56.82617874736101},
{Epoch 20, Train_Loss: 0.03022226132452488, Valid_Loss: 3.1361470222473145, Accuracy: 56.93154454764362},
{Epoch 21, Train_Loss: 1.0364199876785278, Valid_Loss: 5.057732105255127, Accuracy: 37.27272727272727},
{Epoch 22, Train_Loss: 0.09489798545837402, Valid_Loss: 2.999035120010376, Accuracy: 59.06992084432718},
{Epoch 23, Train_Loss: 0.09947987645864487, Valid_Loss: 3.111677885055542, Accuracy: 59.90947300355642},
{Epoch 24, Train_Loss: 0.08529182523488998, Valid_Loss: 3.229853630065918, Accuracy: 60.53299492385787},
{Epoch 25, Train_Loss: 0.5444091558456421, Valid_Loss: 5.388495445251465, Accuracy: 51.37071651090343},
{Epoch 26, Train_Loss: 0.36384227871894836, Valid_Loss: 0.34525266289711, Accuracy: 60.33057851239669},
{Epoch 27, Train_Loss: 0.11383802443742752, Valid_Loss: 3.624650239944458, Accuracy: 63.5871200722239},
{Epoch 28, Train_Loss: 0.9307463765144348, Valid_Loss: 3.4365944862365723, Accuracy: 52.90112492599171},
{Epoch 29, Train_Loss: 0.2202477902173996, Valid_Loss: 2.3732190132141113, Accuracy: 68.03613053613054},
{Epoch 30, Train_Loss: 0.04460079222917557, Valid_Loss: 3.7193374633789062, Accuracy: 68.66571018651364},
{Epoch 31, Train_Loss: 0.054999541491270065, Valid_Loss: 3.246080160140991, Accuracy: 70.77444884115319},
{Epoch 32, Train_Loss: 0.29644525051116943, Valid_Loss: 0.17579597234725952, Accuracy: 69.4150417827298},
{Epoch 33, Train_Loss: 0.02342432551085949, Valid_Loss: 3.222114324569702, Accuracy: 72.23290304861303},
{Epoch 34, Train_Loss: 0.10659454017877579, Valid_Loss: 3.1527297496795654, Accuracy: 73.80113790300732},
